id,name,university_id,lat,lng,categories,status,owner_name,whatsapp,signed_date,weekly_orders,notes,last_visit
w501,Kantin Bu Sari II,unpam,-6.34735,106.73533,"果汁 Jus, 冰茶, 咖啡",contacted,,,,,,
w502,Warteg Bang Jago,unpam,-6.34229,106.742,"炒饭 Nasi Goreng, 炸物 Gorengan, 椰浆饭 Nasi Uduk",target,,,,,,
w503,Angkringan Mbak Nia,unpam,-6.34752,106.73942,椰浆饭 Nasi Uduk,target,,,,,,
w504,Toko Kelontong Jaya,unpam,-6.34767,106.73261,零食,target,,,,,,
w505,Warkop Bu Siti II,unpam,-6.34666,106.73535,Indomie 煮面,target,,,,,,
w506,Kedai Mbak Ayu II,unpam,-6.34454,106.73691,Nasi Padang,target,,,,,,
w507,Warkop Bu Wulan Cabang,unpam,-6.34611,106.74097,Nasi Padang,target,,,,,,
w508,Warkop Bang Dedi,unpam,-6.34475,106.73227,"咖啡, Nasi Padang, 果汁 Jus",target,,,,,,
w509,Kantin Barokah,unpam,-6.34358,106.73667,烤串 Sate,target,,,,,,
w510,Warteg Bu Tini,sgu,-6.22871,106.65395,"烤串 Sate, 椰浆饭 Nasi Uduk, 粥品",target,,,,,,
w511,Angkringan Bu Tini,sgu,-6.22492,106.65356,粥品,target,,,,,,
w512,Gerobak Kopi Mbak Sri,sgu,-6.22804,106.65891,"粥品, 炒饭 Nasi Goreng",target,,,,,,
w513,Gerobak Kopi Harapan,sgu,-6.22358,106.65366,"果汁 Jus, Warteg 家常菜",target,,,,,,
w514,Kios Flamboyan,sgu,-6.22428,106.65586,"Warteg 家常菜, Nasi Padang, 烤串 Sate",target,,,,,,
w515,Warung Kopi Mbak Nia,sgu,-6.22983,106.65228,"炒饭 Nasi Goreng, 零食",target,,,,,,
w516,Gerobak Kopi Bu Dewi,sgu,-6.22205,106.65604,"炸物 Gorengan, 冰茶",target,,,,,,
w517,Gerobak Kopi Pak Supri,sgu,-6.22901,106.65025,"Nasi Padang, 果汁 Jus, 炒饭 Nasi Goreng",target,,,,,,
w518,Kantin Pak Cecep,sgu,-6.22478,106.65359,果汁 Jus,target,,,,,,
w519,Kedai Bang Ilham,sgu,-6.22504,106.65292,"烤串 Sate, 零食, 炸物 Gorengan",target,,,,,,
w520,Toko Kelontong Bu Lasmi II,sgu,-6.22355,106.65652,"零食, 炒饭 Nasi Goreng",target,,,,,,
w521,Gerobak Kopi Bu Euis,sgu,-6.22962,106.654,炒饭 Nasi Goreng,contacted,,,,,,
w522,Kedai Bu Kokom,sgu,-6.22634,106.65583,"咖啡, 炒饭 Nasi Goreng",target,,,,,,
w523,Warung Nasi Pak Eko,sgu,-6.22631,106.65169,"果汁 Jus, 冰茶",target,,,,,,
